id,name,category,tier,setup_cash_gbp,owner_hours,monthly_run_gbp,fee_pct,rev_mid,p_success,weeks_to_first_rev,platform_risk,blocked_on,rejected_reason,monthly_profit,effective_setup,score
W216,Templates gallery (free samples) for SEO,content,B,0,3,0,0.0,30,0.08,12,L,,,30.0,45.0,0.05333333333333333
W217,Quarterly 'what changed' report PDF,content,C,0,3,0,0.0,10,0.04,12,L,,,10.0,45.0,0.008888888888888889
W218,Podcast-style audio summaries (disclosed AI voice),content,C,0,3,0,0.0,10,0.04,12,L,,,10.0,45.0,0.008888888888888889
W219,Comparison pages of HMRC-recognised MTD software (no affiliate),content,B,0,3,0,0.0,30,0.08,12,L,,,30.0,45.0,0.05333333333333333
W220,Making Tax Digital penalty points tracker,spreadsheet,B,0,1,0,0.02,80,0.2,2,L,,,78.4,15.0,1.0453333333333334
W221,Landlord MTD quarterly deadline wall planner,printable/guide,B,0,1,0,0.02,30,0.15,2,L,,,29.4,15.0,0.29399999999999993
W222,Renters' Rights Act information-sheet delivery log,spreadsheet,B,0,1,0,0.02,80,0.2,2,L,,,78.4,15.0,1.0453333333333334
W223,Awaab's Law repairs response-time tracker (social landlords),spreadsheet,C,0,1,0,0.02,25,0.08,2,L,,,24.5,15.0,0.13066666666666665
W224,Online marketplace seller 'trader or hobbyist' checker,free tool,B,0,0.5,0,0.0,20,0.25,4,L,,,20.0,10,0.5
W225,UK bank holiday + tax deadline calendar feed,free tool,B,0,0.5,0,0.0,20,0.25,4,L,,,20.0,10,0.5
W226,"Accessibility quick-wins workshop (recorded, 1 hour)",content,C,0,3,0,0.0,10,0.04,12,L,,,10.0,45.0,0.008888888888888889
W227,Freelancer IR35 status record sheet (records only),spreadsheet,C,0,1,0,0.02,25,0.08,2,L,,,24.5,15.0,0.13066666666666665
W228,Business mileage log (printable),printable/guide,B,0,1,0,0.02,30,0.15,2,L,,,29.4,15.0,0.29399999999999993
W229,Small shop DMCC Act compliance check,site check,B,0,1,2,0.02,100,0.15,3,L,,,96.0,15.0,0.9599999999999999
W230,"Invoice template variants for 10 trades (one kit, not 10 listings)",spreadsheet,C,0,1,0,0.02,25,0.08,2,L,,,24.5,15.0,0.13066666666666665
W231,Bulk AI blog network for ad revenue,content,X,0,3,0,0.0,10,0,12,H,,Scaled low-value AI content: spam (hard rule 1),10.0,45.0,0.0
W232,Buying/selling reviews or star ratings,service,X,0,10,5,0.02,60,0,4,H,,Illegal under DMCC Act 2024 (hard rule 1),53.8,150.0,0.0
W233,Social media follower/engagement packages,service,X,0,10,5,0.02,60,0,4,H,,Fake engagement (hard rule 1),53.8,150.0,0.0
W234,Scraped property or business contact lists,micro-SaaS (AI),X,10,6,25,0.03,40,0,8,H,,Scraping + UK GDPR/PECR (hard rule 1),13.799999999999997,100.0,0.0
W235,Cold-email blasting service,service,X,0,10,5,0.02,60,0,4,H,,PECR consent rules; spam (hard rule 1),53.8,150.0,0.0
W236,Tax return filing for clients,service,X,0,10,5,0.02,60,0,4,H,,Needs AML supervision and professional indemnity,53.8,150.0,0.0
W237,Bookkeeping for clients,service,X,0,10,5,0.02,60,0,4,H,,Needs AML supervision (UK law),53.8,150.0,0.0
W238,Legal document drafting for consumers,service,X,0,10,5,0.02,60,0,4,H,,Reserved legal activities / liability,53.8,150.0,0.0
W239,Investment or crypto trading signals,content,X,0,3,0,0.0,10,0,12,H,,FCA-regulated financial promotion,10.0,45.0,0.0
W240,Crypto payment processing for other merchants,micro-SaaS (AI),X,10,6,25,0.03,40,0,8,H,,FCA cryptoasset registration required,13.799999999999997,100.0,0.0
W241,AI-written ebooks mass-uploaded to Amazon KDP,printable/guide,X,0,1,0,0.02,10,0,2,H,,Mass AI content against KDP rules (hard rule 1),9.8,15.0,0.0
W242,Print-on-demand designs from copyrighted characters,printable/guide,X,0,1,0,0.02,10,0,2,H,,Copyright infringement (hard rule 1),9.8,15.0,0.0
W243,Resold 'PLR' content packs,printable/guide,X,0,1,0,0.02,10,0,2,H,,"Low value, duplicate content (hard rule 1)",9.8,15.0,0.0
W244,Impersonation-style 'official' HMRC form services,service,X,0,10,5,0.02,60,0,4,H,,"Misleading, impersonates government (hard rule 1)",53.8,150.0,0.0
W245,Website accessibility overlay widget sold as 'compliance',micro-SaaS (AI),X,10,6,25,0.03,40,0,8,H,,Misleading compliance claim (hard rule 1),13.799999999999997,100.0,0.0
W246,Essay/coursework writing for students,service,X,0,10,5,0.02,60,0,4,H,,Contract cheating is illegal in England (Skills and Post-16 Education Act 2022),53.8,150.0,0.0
W247,Auto-generated YouTube Shorts channels,content,X,0,3,0,0.0,10,0,12,H,,"Repetitious AI content, demonetisation (hard rule 1)",10.0,45.0,0.0
W248,Dropshipping with unverified product claims,service,X,0,10,5,0.02,60,0,4,H,,Misleading claims (hard rule 1),53.8,150.0,0.0
W249,Airdrop/'earn crypto' referral schemes,content,X,0,3,0,0.0,10,0,12,H,,Misleading promotion (hard rule 1),10.0,45.0,0.0
W250,Web scraping-as-a-service,micro-SaaS (AI),X,10,6,25,0.03,40,0,8,H,,Breaches site ToS (hard rule 1),13.799999999999997,100.0,0.0
